bucket,paper_folder,title,authors,arxiv_id,date_published,s3_uri,error
new-lwfa-not-sim-1,kb-data/output/Laser-accelerated_low_divergence_15_MeV_quasi-monoenergetic_electron_bunches_at_1_kHz,"Laser-accelerated, low divergence 15 MeV quasi-monoenergetic electron bunches at 1 kHz","Laser-accelerated, low divergence 15 MeV quasi-monoenergetic electron bunches at 1 kHz; F. Salehi, M. Le, L. Railing, and H. M. Milchberg; Institute for Research in Electronics and Applied Physics University of Maryland, College Park, MD 20742",2006.10566,,s3://new-lwfa-not-sim-1/kb-data/output/Laser-accelerated_low_divergence_15_MeV_quasi-monoenergetic_electron_bunches_at_1_kHz/structured.json,
new-lwfa-not-sim-1,kb-data/output/Laser-plasma_acceleration_beyond_wave_breaking,Laser-plasma acceleration beyond wave breaking,"J.P. Palastro 1 , B. Malaca 2 , J. Vieira 2 , D. Ramsey 1 , T.T. Simpson 1; , P. Franke 1 , J.L. Shaw 1 , and D.H. Froula 1; 1 University of Rochester, Laboratory for Laser Energetics, Rochester, New York 14623, USA 2 GoLP/Instituto de Plasmas e Fus‹o Nuclear, Instituto Superior TŽcnico, Universidade de",,,s3://new-lwfa-not-sim-1/kb-data/output/Laser-plasma_acceleration_beyond_wave_breaking/structured.json,
new-lwfa-not-sim-1,kb-data/output/Laser_Driven_Ultra-compact_Undulator_for_Synchrotron_Radiation,Laser Driven Ultra-compact Undulator for Synchrotron Radiation,"Junhao Tan 1,2 , Yifei Li 1,2 , Baojun Zhu 1,2 , Changqing Zhu 1,2 , Jinguang Wang 1,2 , Dazhang Li 1,2 , Liming Chen 1,2,3,5,*; 1 Beijing National Laboratory of Condensed Matter Physics, Institute of Physics, Chinese Academy of Sciences, Beijing 100190, China; 2 School of Physical Sciences, University of Chinese Academy of Science, Beijing 100190, China",,,s3://new-lwfa-not-sim-1/kb-data/output/Laser_Driven_Ultra-compact_Undulator_for_Synchrotron_Radiation/structured.json,
new-lwfa-not-sim-1,kb-data/output/Laser_Pulse-Electron_Beam_Synergy_An_Approach_to_Higher_Electron_Energy_Gain_in_Laser_Wakefield_Accelerators,Laser Pulse-Electron Beam Synergy: An Approach to Higher Electron Energy Gain in Laser Wakefield Accelerators,"S. Barzegar and A. R. Niknam ∗; Laser and Plasma Research Institute, Shahid Beheshti University, Tehran 1983969411, Iran; (Dated: September 1, 2021)",,"September 1, 2021",s3://new-lwfa-not-sim-1/kb-data/output/Laser_Pulse-Electron_Beam_Synergy_An_Approach_to_Higher_Electron_Energy_Gain_in_Laser_Wakefield_Accelerators/structured.json,
new-lwfa-not-sim-1,kb-data/output/Laser_Shaping_and_Optimization_of_the_Laser-Plasma_Interaction,Laser Shaping and Optimization of the Laser-Plasma Interaction,"Stanford Linear Accelerator Center, Stanford University, Stanford, CA 94305; Department of Physics, University of California at Berkeley, Berkeley, CA 94720 †",,,s3://new-lwfa-not-sim-1/kb-data/output/Laser_Shaping_and_Optimization_of_the_Laser-Plasma_Interaction/structured.json,
new-lwfa-not-sim-1,kb-data/output/Laser_Wakefield_Acceleration_Using_Wire_Produced_Double_Density_Ramps,Laser Wakefield Acceleration Using Wire Produced Double Density Ramps,"M. Hansson, 1; M. Burza, 1 A. Gonoskov, 2 , 3 K. Svensson, 1 F. Wojda, 1 A. Persson, 1 G. Genoud, 1 M. Marklund, 2 C.-G. Wahlstr¨ om 1 and O. Lundh 1; 1 Department of Physics, Lund University, P.O. Box 118, SE-221 00 Lund, Sweden",,"September 15, 2021",s3://new-lwfa-not-sim-1/kb-data/output/Laser_Wakefield_Acceleration_Using_Wire_Produced_Double_Density_Ramps/structured.json,
new-lwfa-not-sim-1,kb-data/output/Laser_Wakefield_Acceleration_of_Particle_in_a_Plasma,Laser_Wakefield_Acceleration_of_Particle_in_a_Plasma,,,,s3://new-lwfa-not-sim-1/kb-data/output/Laser_Wakefield_Acceleration_of_Particle_in_a_Plasma/structured.json,
new-lwfa-not-sim-1,kb-data/output/Laser_Wakefield_Accelerators,Laser Wakefield Accelerators,"John Adams Institute for Accelerator Science, The Blackett Laboratory, Imperial College London, UK; The one-dimensional wakefield generation equations are solved for increasing levels of non-linearity, to demonstrate how they contribute to the overall behaviour of a non-linear wakefield in a plasma. The effect of laser guiding is also studied as a way to increase the interaction length of a laser wakefield accelerator.; Large amplitude relativistic plasma waves, driven in the wake of a relativistic driver passing through a plasma, are a potential linear accelerator system [1]. This is commonly called a wakefield accelerator. The plasma, being already ionized, can support accelerating fields many orders of magnitude greater than in conventional accelerators. Indeed, at the time of writing, reports of energy gains of ∼ 1 GeV in distances of centimetres are now becoming common [2-5].",,,s3://new-lwfa-not-sim-1/kb-data/output/Laser_Wakefield_Accelerators/structured.json,
new-lwfa-not-sim-1,kb-data/output/Longitudinal_Laser_Shaping_in_Laser_Wakefield_Accelerators,Longitudinal Laser Shaping in Laser Wakefield Accelerators,"(1) Department of Physics, University of California, Berkeley, CA 94720; (2) Stanford Linear Accelerator Center, Stanford University, Stanford, CA 94309; (October 24, 2018)",,"October 24, 2018",s3://new-lwfa-not-sim-1/kb-data/output/Longitudinal_Laser_Shaping_in_Laser_Wakefield_Accelerators/structured.json,
new-lwfa-not-sim-1,kb-data/output/Longitudinal_bunch_profile_diagnostics_in_the_50fs_range_using_coherent_Smith-Purcell_radiation,Longitudinal bunch profile diagnostics in the 50fs range using coherent Smith-Purcell radiation.,"Nicolas Delerue, George Doucas, Ewen Maclean and Armin Reichold; The John Adams Institute, Dept. of Physics, Denys Wilkinson Building, University of Oxford, Oxford, UK.",,,s3://new-lwfa-not-sim-1/kb-data/output/Longitudinal_bunch_profile_diagnostics_in_the_50fs_range_using_coherent_Smith-Purcell_radiation/structured.json,
new-lwfa-not-sim-1,kb-data/output/Longitudinal_shaping_of_plasma_waveguides_using_diffractive_axicons_for_laser_wakefield_acceleration,Longitudinal shaping of plasma waveguides using diffractive axicons for laser wakefield acceleration,"N. Tripathi, B. Miao, A. Sloss, E. Rockafellow, J. E. Shrock, S. W. Hancock, H. M. Milchberg; 1 Institute of Research in Electronics and Applied Physics and Dept. of Physics, University of Maryland, College Park, Maryland 20742, USA *milch@umd.edu; A  class  of  infinite  aperture 𝑧 -propagating  solutions  to  the Helmholtz wave equation is the Bessel beam [30,31]",,,s3://new-lwfa-not-sim-1/kb-data/output/Longitudinal_shaping_of_plasma_waveguides_using_diffractive_axicons_for_laser_wakefield_acceleration/structured.json,
new-lwfa-not-sim-1,kb-data/output/Low-Density_Hydrodynamic_Optical-Field-Ionized_Plasma_Channels_Generated_With_An_Axicon_Lens,Low-Density Hydrodynamic Optical-Field-Ionized Plasma Channels Generated With An Axicon Lens,"R. J. Shalloo, 1, ∗ C. Arran, 1, † A. Picksley, 1 A. von Boetticher, 1 L. Corner, 2 J. Holloway, 1; G. Hine, 3, ‡ J. Jonnerby, 1 H. M. Milchberg, 3 C. Thornton, 4 R. Walczak, 1 and S. M. Hooker 1, §; 1 John Adams Institute for Accelerator Science and Department of Physics,",,"April 30, 2019",s3://new-lwfa-not-sim-1/kb-data/output/Low-Density_Hydrodynamic_Optical-Field-Ionized_Plasma_Channels_Generated_With_An_Axicon_Lens/structured.json,
new-lwfa-not-sim-1,kb-data/output/MP3_White_Paper_2021_--_Research_Opportunities_Enabled_by_Co-locating_Multi-Petawatt_Lasers_with_Dense_Ultra-Relativistic_Electron_Beams,Research Opportunities Enabled by Co-locating Multi-Petawatt Lasers,"Sebastian Meuren, 1, ∗ David A. Reis, 1, † Roger Blandford, 2 Phil H. Bucksbaum, 1 Nathaniel; J. Fisch, 3 Frederico Fiuza, 4 Elias Gerstmayr, 1 Siegfried Glenzer, 4 Mark J. Hogan, 4 Claudio Pellegrini, 4 Michael E. Peskin, 4 Kenan Qu, 3 Glen White, 4 and Vitaly Yakimenko 4; 1 Stanford PULSE Institute, SLAC National Accelerator Laboratory, Menlo Park, CA 94025",2002.10051,"May 26, 2021",s3://new-lwfa-not-sim-1/kb-data/output/MP3_White_Paper_2021_--_Research_Opportunities_Enabled_by_Co-locating_Multi-Petawatt_Lasers_with_Dense_Ultra-Relativistic_Electron_Beams/structured.json,
new-lwfa-not-sim-1,kb-data/output/Meter-scale_supersonic_gas_jets_for_multi-GeV_laser-plasma_accelerators,Meter-scale supersonic gas jets for multi-GeV laser-plasma accelerators,"B. Miao, J. E. Shrock, E. Rockafellow, A. Sloss and H. M. Milchberg; Institute for Research in Electronics and Applied Physics, University of Maryland, College Park, Maryland 20742, USA; In this paper, we present the development of two types of meter-scale, low density, supersonic gas  jet.  The  first  type  is  a  30-cm-long  single-module  jet  applied  in  recent  research  to  deliver",2408.00740,,s3://new-lwfa-not-sim-1/kb-data/output/Meter-scale_supersonic_gas_jets_for_multi-GeV_laser-plasma_accelerators/structured.json,
new-lwfa-not-sim-1,kb-data/output/Modelling_of_pulse_train_generation_for_resonant_laser_wakefield_acceleration_using_a_delay_mask,Modelling of pulse train generation for resonant laser wakefield acceleration using a delay mask,"G. Vantaggiato a , L. Labate a,b, ∗ , P. Tomassini a , L.A. Gizzi a,b; Intense Laser Irradiation Laboratory, INO-CNR, Pisa, Italy b Istituto Nazionale di Fisica Nucleare, Sez. Pisa, Italy; Keywords: Laser wakefield acceleration, Multi-pulse generation",,"September 17, 2018",s3://new-lwfa-not-sim-1/kb-data/output/Modelling_of_pulse_train_generation_for_resonant_laser_wakefield_acceleration_using_a_delay_mask/structured.json,
new-lwfa-not-sim-1,kb-data/output/Monte_Carlo_modelling_of_the_linear_Breit-Wheeler_process_within_the_GEANT4_framework,Monte Carlo modelling of the linear Breit-Wheeler process within the GEANT4 framework,"To demonstrate the capabilities of this module, we use it to perform a parameter scan, modelling an experiment based on that recently reported by Kettle et al. [1]. We show that colliding 50 fs duration γ -rays, produced through bremsstrahlung emission of a 100 pC, 2 GeV laser wakefield accelerator beam, with a 50 ps X-ray field, generated by a germanium burn-through foil heated to temperatures > 150 eV, this experiment is capable of producing > 1 Breit-Wheeler pair per shot.",1101.2522,"February 9, 2023",s3://new-lwfa-not-sim-1/kb-data/output/Monte_Carlo_modelling_of_the_linear_Breit-Wheeler_process_within_the_GEANT4_framework/structured.json,
new-lwfa-not-sim-1,kb-data/output/Multi-GeV_electron_bunches_from_an_all-optical_laser_wakefield_accelerator,Multi-GeV electron bunches from an all-optical laser wakefield accelerator,"B. Miao 1, ∗ , J.E. Shrock 1,* , L. Feder 1,* , R. C. Hollinger 2 , J. Morrison 2 , R. Nedbailo 2 , A. Picksley 3 , H. Song 2 , S. Wang 2 , J.J. Rocca 2,4 , and H.M. Milchberg 1,5,†; 1 Institute for Research in Electronics and Applied Physics & Dept. of Physics, University of Maryland, College Park, MD 20742, USA; 2 Department of Electrical and Computer Engineering, Colorado State University, Fort Collins, CO 80523, USA",,,s3://new-lwfa-not-sim-1/kb-data/output/Multi-GeV_electron_bunches_from_an_all-optical_laser_wakefield_accelerator/structured.json,
new-lwfa-not-sim-2,kb-data/output/Multi-Pulse_Laser_Wakefield_Acceleration_A_New_Route_to_Efficient_High-Repetition-Rate_Plasma_Accelerators_and_High_Flux_Radiation_Sources,"Multi-Pulse Laser Wakefield Acceleration: A New Route to Efficient, High-Repetition-Rate Plasma Accelerators and High Flux Radiation Sources","Multi-Pulse Laser Wakefield Acceleration: A New Route to Efficient, High-Repetition-Rate Plasma Accelerators and High Flux Radiation Sources; S. M. Hooker, 1, ∗ R. Bartolini, 1, 2 S. P. D. Mangles, 3 A.; T¨ unnermann, 4, 5 L. Corner, 1 J. Limpert, 4, 5 A. Seryi, 1 and R. Walczak 1",,"June 2, 2021",s3://new-lwfa-not-sim-2/kb-data/output/Multi-Pulse_Laser_Wakefield_Acceleration_A_New_Route_to_Efficient_High-Repetition-Rate_Plasma_Accelerators_and_High_Flux_Radiation_Sources/structured.json,
new-lwfa-not-sim-2,kb-data/output/Multi-octave_high-dynamic_range_optical_spectrometer_for_single-pulse_diagnostic_applications,Multi-octave high-dynamic range optical spectrometer for single-pulse diagnostic applications,"Omid Zarini, 1, 2 Jurjen Couperus Cabada˘ g, 1 Yen-Yu Chang, 1 Alexander K¨ ohler, 1 Thomas Kurz, 1, 2 Susanne; Sch¨ obel, 1, 2 Wolfgang Seidel, 1 Michael Bussmann, 1 Ulrich Schramm, 1, 2 Arie Irman, 1, ∗ and Alexander Debus 1, †; Helmholtz-Zentrum Dresden-Rossendorf, Bautzner Landstrasse 400, 01328 Dresden, Germany",1909.06676,"April 20, 2021",s3://new-lwfa-not-sim-2/kb-data/output/Multi-octave_high-dynamic_range_optical_spectrometer_for_single-pulse_diagnostic_applications/structured.json,
new-lwfa-not-sim-2,kb-data/output/Multidimensional_Plasma_Wake_Excitation_in_the_Non-linear_Blowout_Regime,Multidimensional Plasma Wake Excitation in the Non-linear Blowout Regime,"J. Vieira 1 , R.A. Fonseca 1 , 2 and L.O. Silva 1; 1 GoLP/Instituto de Plasmas e Fusão Nuclear, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal; 2 DCTI/ISCTE Lisbon University Institute, Lisbon, Portugal",1410.8762,,s3://new-lwfa-not-sim-2/kb-data/output/Multidimensional_Plasma_Wake_Excitation_in_the_Non-linear_Blowout_Regime/structured.json,
new-lwfa-not-sim-2,kb-data/output/Non-invasive_characterisation_of_a_laser-driven_positron_beam,Non-invasive characterisation of a laser-driven positron beam,"A. Alejo, 1, a) G.M. Samarin, 1 R. Warwick, 1 C. McCluskey, 1 G. Cantono, 2 T. Ceccotti, 2 S. Dobosz Dufr´ enoy, 2 P. Monot, 2 and G. Sarri 1, b); 1) Centre for Plasma Physics, School of Mathematics and Physics, Queen's University Belfast,; 2) LIDYL, CEA, CNRS, University Paris Saclay, 91191 Gif Sur Yvette cedex France",1901.10370,,s3://new-lwfa-not-sim-2/kb-data/output/Non-invasive_characterisation_of_a_laser-driven_positron_beam/structured.json,
new-lwfa-not-sim-2,kb-data/output/Non-invasive_characterization_of_transverse_beam_emittance_of_electrons_from_a_laser-plasma_wakefield_accelerator_in_the_bubble_regime_using_betatron_x-ray_radiation,Non-invasive characterization of transverse beam emittance of electrons from a laser-plasma wakefield accelerator in the bubble regime using betatron x-ray radiation,"S. Kneip 1 , 2 , C. McGuffey 2 , J. L. Martins 3 , M. Bloom 1 , V. Chvykov 2 , F. Dollar 2 , R. Fonseca 3 , 4 , S. Jolly 1 ,; G. Kalintchenko 2 , K. Krushelnick 2 , A. Maksimchuk 2 , S. P. D. Mangles 1 , Z. Najmudin 1 , C. A. J. Palmer 1 ,; K. Ta Phuoc 5 , W. Schumaker 2 , L. O. Silva 3 , J. Vieira 3 , V. Yanovsky 2 , and A. G. R. Thomas 2",,,s3://new-lwfa-not-sim-2/kb-data/output/Non-invasive_characterization_of_transverse_beam_emittance_of_electrons_from_a_laser-plasma_wakefield_accelerator_in_the_bubble_regime_using_betatron_x-ray_radiation/structured.json,
new-lwfa-not-sim-2,kb-data/output/Nonlinear_Frequency_Shift_in_Raman_Backscattering_and_its_Implications_for_Plasma_Diagnostics,Nonlinear Frequency Shift in Raman Backscattering and its Implications for Plasma Diagnostics,"D. Kaganovich, a) B. Hafizi, J. P. Palastro, A. Ting, b) M. H. Helle, Y.-H. Chen, b) T. G. Jones, and D. F. Gordon Plasma Physics Division, Naval Research Laboratory, Washington, DC 20375, USA; Raman backscattered radiation of intense laser pulses in plasma is investigated for a wide range of intensities relevant to laser wakefield acceleration. The weakly nonlinear dispersion relation for Raman backscattering predicts an intensity and density dependent frequency shift that is opposite to that suggested by a simple relativistic consideration. This observation has been benchmarked against experimental results, providing a novel diagnostic for laser-plasma interactions.; b) Also at Research Support Instruments, Lanham, Maryland 20706, USA",,,s3://new-lwfa-not-sim-2/kb-data/output/Nonlinear_Frequency_Shift_in_Raman_Backscattering_and_its_Implications_for_Plasma_Diagnostics/structured.json,
new-lwfa-not-sim-2,kb-data/output/Nonlinear_Inverse_Compton_Scattering_from_a_Laser_Wakefield_Accelerator_and_Plasma_Mirror,Nonlinear Inverse Compton Scattering from a Laser Wakefield Accelerator and Plasma Mirror,"A. Hannasch 1 , M. LaBerge 1,2 , R. Zgadzaj 1 , J. P. Couperus Cabada˘ g 2 , A. Laso Garcia 2 , T. Kurz 2 , T. Cowan 2 , U. Schramm 2 , A. Irman 2 and M.C. Downer 1,a); The University of Texas at Austin, Department of Physics, Austin, Texas 78712-1081, USA. 2 The Helmholtz-Zentrum Dresden-Rossendorf, Institute for Radiation Physics, 01328 Dresden, Germany a) downer@physics.utexas.edu",,,s3://new-lwfa-not-sim-2/kb-data/output/Nonlinear_Inverse_Compton_Scattering_from_a_Laser_Wakefield_Accelerator_and_Plasma_Mirror/structured.json,
new-lwfa-not-sim-2,kb-data/output/Novel_gas_target_for_Laser_Wakefield_Accelerators,Novel gas target for Laser Wakefield Accelerators,"C. Aniculaesei, 1,a  Hyung Taek Kim, 1,2,a  Byeong Ju Yoo, 1  Kyung Hwan Oh 1  and Chang Hee Nam 1,3; 1 Center for Relativistic Laser Science, Institute for Basic Science (IBS), Gwangju 61005, Republic of Korea.; 2 Advanced Photonics Research Institute, Gwangju Institute of Science and Technology(GIST), Gwangju 61005, Republic of Korea",2009.00016,,s3://new-lwfa-not-sim-2/kb-data/output/Novel_gas_target_for_Laser_Wakefield_Accelerators/structured.json,
new-lwfa-not-sim-2,kb-data/output/Numerical_calculations_of_a_high_brilliance_synchrotron_source_and_on_issues_with_characterizing_strong_radiation_damping_effects_in_non-linear_ThomsonCompton_backscattering_experiments,Numerical calculations of a high brilliance synchrotron source and on issues with characterizing strong radiation damping effects in non-linear Thomson/Compton backscattering experiments,"A. G. R. Thomas 1 , 2 , C. P. Ridgers 3 , S. S. Bulanov 4 , B. J. Griffin 2 , S. P. D. Mangles 5; 1 Centre for Ultrafast Optical Science, University of Michigan, Ann Arbor, MI 48109, US.; 2 Department of Nuclear Engineering and Radiological Sciences,",,"May 25, 2022",s3://new-lwfa-not-sim-2/kb-data/output/Numerical_calculations_of_a_high_brilliance_synchrotron_source_and_on_issues_with_characterizing_strong_radiation_damping_effects_in_non-linear_ThomsonCompton_backscattering_experiments/structured.json,
new-lwfa-not-sim-2,kb-data/output/Numerical_study_on_femtosecond_electro-optical_spatial_decoding_of_transition_radiation_from_laser_wakefield_accelerated_electron_bunches,Numerical study on femtosecond electro-optical spatial decoding of transition radiation from laser wakefield accelerated electron bunches,"K. Huang, 1, 3, ∗ Z. Jin, 2, 3 N. Nakanii, 1, 3 T. Hosokai, 2, 3 and M. Kando 1, 3; 1 Kansai Institute for Photon Science (KPSI), National Institutes for Quantum Science and Technology (QST),; 8-1-7 Umemidai, Kizugawa-city, Kyoto, 619-0215, Japan",,"August 24, 2023",s3://new-lwfa-not-sim-2/kb-data/output/Numerical_study_on_femtosecond_electro-optical_spatial_decoding_of_transition_radiation_from_laser_wakefield_accelerated_electron_bunches/structured.json,
new-lwfa-not-sim-2,kb-data/output/Observation_of_Laser_Power_Amplification_in_a_Self-Injecting_Laser_Wakefield_Accelerator,Observation of Laser Power Amplification in a Self-Injecting Laser Wakefield Accelerator,"M.J.V. Streeter 1 , 2 , 3 , S. Kneip 3 , M.S. Bloom 3 , R.A. Bendoyro 4 , O. Chekhlov 5 , A.E. Dangor 3 , A. D¨ opp 3 , 7 , 8; C.J. Hooker , J. Holloway , J. Jiang , N.C. Lopes , H. Nakamura , P.A. Norreys , C.A.J. Palmer , P.P. Rajeev ,; , 5 6 4 3 , 4 3 5 1 , 2 5",1710.05740,"April 21, 2022",s3://new-lwfa-not-sim-2/kb-data/output/Observation_of_Laser_Power_Amplification_in_a_Self-Injecting_Laser_Wakefield_Accelerator/structured.json,
new-lwfa-not-sim-2,kb-data/output/Optical_control_of_the_topology_of_laser-plasma_accelerators,Optical control of the topology of laser-plasma accelerators,"November 11, 2021; J. Vieira 1 , J.T. Mendon¸ ca 1 , and F. Qu´ er´ e 2; 1 GoLP/Instituto de Plasmas e Fus˜ ao Nuclear,",1804.03574,"November 11, 2021",s3://new-lwfa-not-sim-2/kb-data/output/Optical_control_of_the_topology_of_laser-plasma_accelerators/structured.json,
new-lwfa-not-sim-2,kb-data/output/Optimisation_of_the_pointing_stability_of_laser-wakefield_accelerated_electron_beams,Optimisation of the pointing stability of laser-wakefield accelerated electron beams,"R. J. Garland, 1 K. Poder, 2 J. Cole, 2 W. Schumaker, 3 D. Doria, 1 L. A. Gizzi, 4, 5 G. Grittani, 4, 5 K. Krushelnick, 3 S.; 6 2 2 7 3 3 1, 6 and G.; Kuschel, S. P. D. Mangles, Z. Najmudin, D. Symes, A. G. R. Thomas, M. Vargas, M. Zepf, Sarri 1, a)",,,s3://new-lwfa-not-sim-2/kb-data/output/Optimisation_of_the_pointing_stability_of_laser-wakefield_accelerated_electron_beams/structured.json,
new-lwfa-not-sim-2,kb-data/output/Optimizing_Laser_Wakefield_Acceleration_in_the_Nonlinear_Self-Guided_Regime_for_Fixed_Laser_Energy,Optimizing Laser Wakefield Acceleration in the Nonlinear Self-Guided Regime for Fixed Laser Energy,"A. Davidson, 1, ∗ A. Tableman, 1 P. Yu, 1 W. An, 1 F. S. Tsung, 1 W. Lu, 2 R. A. Fonseca, 3, 4 and W.B. Mori 1; 1 University of California, Los Angeles, CA 90095, USA; 2 Tsinghua University, Beijing, China",,"May 2, 2019",s3://new-lwfa-not-sim-2/kb-data/output/Optimizing_Laser_Wakefield_Acceleration_in_the_Nonlinear_Self-Guided_Regime_for_Fixed_Laser_Energy/structured.json,
new-lwfa-not-sim-2,kb-data/output/Pareto_Optimization_of_a_Laser_Wakefield_Accelerator,Pareto Optimization of a Laser Wakefield Accelerator,"F. Irshad, 1 C. Eberle, 1 F.M. Foerster, 1 K. v. Grafenstein, 1 F.; Haberstroh, 1 E. Travac, 1 N. Weisse, 1 S. Karsch, 1, 2 and A. D¨ opp 1, 2; 1 Ludwig-Maximilian-Universit¨ at M¨ unchen, Am Coulombwall 1, 85748 Garching, Germany",2212.00026,,s3://new-lwfa-not-sim-2/kb-data/output/Pareto_Optimization_of_a_Laser_Wakefield_Accelerator/structured.json,
new-lwfa-not-sim-2,kb-data/output/Performance_envelope_of_laser_wakefield_accelerators,Performance envelope of laser wakefield accelerators,"Lance Labun, 1, ∗ Miguel Gracia-Linares, 1 Ou Z. Labun, 2 and Stephen V. Milton 1; Tau Systems, Inc., 201 W 5th St, Suite 1100, Austin, TX 78701, USA; 2 The University of Texas, 2515 Speedway, C1600, Austin, TX 78712 USA",2007.04622,,s3://new-lwfa-not-sim-2/kb-data/output/Performance_envelope_of_laser_wakefield_accelerators/structured.json,
new-lwfa-not-sim-2,kb-data/output/Physics_of_Laser-Wakefield_Accelerators_LWFA,Physics of Laser-Wakefield Accelerators (LWFA),"Proceedings of the 2019 CERN-Accelerator-School course on High Gradient Wakefield Accelerators, Sesimbra, (Portugal); Johannes Wenz, Stefan Karsch; Centre for Advanced Laser Applications, Ludwig-Maximilians-Universität München, Munich, Germany",,,s3://new-lwfa-not-sim-2/kb-data/output/Physics_of_Laser-Wakefield_Accelerators_LWFA/structured.json,
new-lwfa-not-sim-2,kb-data/output/Physics_of_nanocoulomb-class_electron_beams_in_laser-plasma_wakefields,Physics of nanocoulomb-class electron beams in laser-plasma wakefields,"J. G¨ otzfried, 1, 2 A. D¨ opp, 1, 2, ∗ M. F. Gilljohann, 1, 2 M. Foerster, 1 H. Ding, 1, 2 S. Schindler, 1, 2 G. Schilling, 1 A. Buck, 2 L. Veisz, 2, 3 and S. A. Karsch 1, 2, †; Ludwig-Maximilians-Universit¨ at M¨ unchen, Am Coulombwall 1, 85748 Garching, Germany 2 Max-Planck-Institut f¨ ur Quantenoptik, Hans-Kopfermann-Str. 1, 85748 Garching, Germany 3 Department of Physics, Ume˚ a University, SE-901 87, Ume˚ a, Sweden; In LWFA, the wakefield is created by a high-intensity laser pulse 42-45 . Due to the oscillating nature of electro-",,,s3://new-lwfa-not-sim-2/kb-data/output/Physics_of_nanocoulomb-class_electron_beams_in_laser-plasma_wakefields/structured.json,
new-lwfa-not-sim-2,kb-data/output/Plasma_Lenses_for_Relativistic_Laser_Beams_in_Laser_Wakefield_Accelerators,Plasma Lenses for Relativistic Laser Beams in Laser Wakefield Accelerators,"Ming Zeng, ∗ Alberto Martinez de la Ossa, Kristjan Poder, and Jens Osterhoff; Deutsches Elektronen-Synchrotron DESY, 22607 Hamburg, Germany; (Dated: January 24, 2019)",,"January 24, 2019",s3://new-lwfa-not-sim-2/kb-data/output/Plasma_Lenses_for_Relativistic_Laser_Beams_in_Laser_Wakefield_Accelerators/structured.json,
new-lwfa-not-sim-2,kb-data/output/Plasma_density_profile_reconstruction_of_a_gas_cell_for_Ionization_Induced_Laser_Wakefield_Acceleration,Plasma density profile reconstruction of a gas cell for Ionization Induced Laser Wakefield Acceleration,"C. Cobo,; F. Filippi, 𝑎 L.T. Dickson, 𝑏 M. Backhouse, 𝑐 P. Forestier-Colleoni, 𝑑 C. Gustafsson, 𝑒 𝑓 C. Ballage, 𝑏 S. Dobosz Dufrénoy, 𝑑 E. Löfquist, 𝑒 G. Maynard, 𝑏 C.D. Murphy, 𝑓 Z. Najmudin, 𝑐 F. Panza, 𝑎 A. Persson, 𝑒 M. Scisció, 𝑎 O. Vasilovici, 𝑏 O. Lundh, 𝑒 B. Cros 𝑏; 𝑎 ENEA. Centro Ricerche Casaccia, 00123, Roma, Italia",,,s3://new-lwfa-not-sim-2/kb-data/output/Plasma_density_profile_reconstruction_of_a_gas_cell_for_Ionization_Induced_Laser_Wakefield_Acceleration/structured.json,
new-lwfa-not-sim-2,kb-data/output/Ponderomotive_scattering_of_an_electron-bunch_before_injection_into_a_laser_wakefield,Ponderomotive_scattering_of_an_electron-bunch_before_injection_into_a_laser_wakefield,"A. G. Khachatryan, M. J. H. Luttikhof, F. A. van Goor, and K.-J. Boller; Faculty of Science and Technology, University of Twente, P.O. Box 217, 7500 AE Enschede,; For  the  purpose  of  laser  wakefield  acceleration,  it  turned  out  that  also  the  injection  of electron  bunches  longer  than  a  plasma  wavelength  can  generate  accelerated  femtosecond",,,s3://new-lwfa-not-sim-2/kb-data/output/Ponderomotive_scattering_of_an_electron-bunch_before_injection_into_a_laser_wakefield/structured.json,
new-lwfa-not-sim-2,kb-data/output/Progress_on_Experiments_towards_LWFA-driven_Transverse_Gradient_Undulator-Based_FELs,Progress on Experiments towards LWFA-driven Transverse Gradient Undulator-Based FELs,"A. Bernhard a, ∗ , V. Afonso Rodr´ ıguez a,1 , S. Kuschel b,c , M. Leier b , P. Peiffer a,2 , A. S¨ avert b,c , M. Schwab b,c , W. Werner a , C. Widmann a,3 , A. Will a,4 , A.-S. M¨ uller a , M. Kaluza b,c a Karlsruhe Institute of Technology, Kaiserstr. 12, 76131 Karlsruhe, Germany b Friedrich-Schiller-Universit¨ at Jena, 07737 Jena, Germany c Helmholtz Institute Jena, Fr¨ obelstieg 3, 07743 Jena, Germany; Keywords: Laser wakefield accelerator, transverse gradient undulator, superconducting, beam transport, FEL; Due to the extremely high longitudinal electric fields present in laseror beam-driven plasma waves, plasma wakefield accelerated electron bunches can gain energies sufficient to generate synchrotron radiation in the X-ray regime within only a few millimetres to centimeters of acceleration length. It is common sense that fully exploiting the potential of laser-driven plasma accelerators could bring laboratory scale, cost efficient, highly brilliant radiation sources for the",,"December 14, 2017",s3://new-lwfa-not-sim-2/kb-data/output/Progress_on_Experiments_towards_LWFA-driven_Transverse_Gradient_Undulator-Based_FELs/structured.json,
